File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF970UYV	bed narrowPeak	peaks	ENCSR314EZY	DNase-seq	EFO:0007599	L1-S8	cell line	Homo sapiens											DNA					False	2016-05-11	ENCODE				2							ENCFF029VJL, ENCFF163ZHO	1466043	ENCODE Processing Pipeline	e9e37e71eb0ec6662493f86e8fbaabcb		https://www.encodeproject.org/files/ENCFF970UYV/@@download/ENCFF970UYV.bed.gz	hg19				archived	s3://encode-public/2016/10/07/947dfefc-0f04-4655-8474-4408002597e7/ENCFF970UYV.bed.gz				
ENCFF619EWS	bed narrowPeak	peaks	ENCSR314EZY	DNase-seq	EFO:0007599	L1-S8	cell line	Homo sapiens											DNA					False	2016-05-11	ENCODE				1							ENCFF390QGL, ENCFF992CZQ	2281235	ENCODE Processing Pipeline	87464ccea12f730ea85fc84bc9ee4147		https://www.encodeproject.org/files/ENCFF619EWS/@@download/ENCFF619EWS.bed.gz	GRCh38				archived	s3://encode-public/2016/10/18/2985765a-e44e-403d-9add-744a1a12e46c/ENCFF619EWS.bed.gz				
ENCFF024SOO	bed narrowPeak	peaks	ENCSR314EZY	DNase-seq	EFO:0007599	L1-S8	cell line	Homo sapiens											DNA					False	2016-05-11	ENCODE				2							ENCFF976PVI, ENCFF992CZQ	1476500	ENCODE Processing Pipeline	5a5a1895af483e350e43f2b6efd1e9ea		https://www.encodeproject.org/files/ENCFF024SOO/@@download/ENCFF024SOO.bed.gz	GRCh38				archived	s3://encode-public/2016/10/18/eadb0cc5-b40a-4e75-91c5-35ee6e284bee/ENCFF024SOO.bed.gz				
ENCFF509FTL	bed narrowPeak	peaks	ENCSR314EZY	DNase-seq	EFO:0007599	L1-S8	cell line	Homo sapiens											DNA					False	2016-05-11	ENCODE				1							ENCFF484CFA, ENCFF967OQF	2379235	ENCODE Processing Pipeline	2a9edc3bae3774bca0db05ff27c1bedd		https://www.encodeproject.org/files/ENCFF509FTL/@@download/ENCFF509FTL.bed.gz	GRCh38				archived	s3://encode-public/2017/08/24/2fdb0dbc-ecf3-4996-a78f-d2ad5f69a98e/ENCFF509FTL.bed.gz				
ENCFF267BHU	bed narrowPeak	peaks	ENCSR314EZY	DNase-seq	EFO:0007599	L1-S8	cell line	Homo sapiens											DNA					False	2016-05-11	ENCODE				2							ENCFF383LHO, ENCFF967OQF	1721511	ENCODE Processing Pipeline	e1de590e373c997de3056188fa26bfb3		https://www.encodeproject.org/files/ENCFF267BHU/@@download/ENCFF267BHU.bed.gz	GRCh38				archived	s3://encode-public/2017/08/24/9aa6b991-5089-4166-af71-348d1bbb2da7/ENCFF267BHU.bed.gz				
ENCFF109ERC	bed narrowPeak	peaks	ENCSR788SOI	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF076CAH, ENCFF967OQF	776842	ENCODE Processing Pipeline	a8d16a2abde39c4fa51269f3f6d29984		https://www.encodeproject.org/files/ENCFF109ERC/@@download/ENCFF109ERC.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/c8f4732d-0d89-4c96-a077-5fe7d1b754ae/ENCFF109ERC.bed.gz				
ENCFF817OHQ	bed narrowPeak	peaks	ENCSR788SOI	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF645ZIJ	776402	ENCODE Processing Pipeline	5cf8e423cc46f3f64317a06fed72d632		https://www.encodeproject.org/files/ENCFF817OHQ/@@download/ENCFF817OHQ.bed.gz	hg19				released	s3://encode-public/2018/05/14/2a8e50b9-fcbf-4748-a326-7ba12934e23a/ENCFF817OHQ.bed.gz				
ENCFF640MFC	bed narrowPeak	peaks	ENCSR788SOI	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF277ZBB	731088	ENCODE Processing Pipeline	6868347a94de753b89e59cf7efa778e2		https://www.encodeproject.org/files/ENCFF640MFC/@@download/ENCFF640MFC.bed.gz	hg19				archived	s3://encode-public/2016/11/18/e59bca5c-d2e6-4518-98b1-8e6b18ea2e66/ENCFF640MFC.bed.gz				
ENCFF106PMZ	bed narrowPeak	peaks	ENCSR788SOI	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF228HGB, ENCFF992CZQ	735043	ENCODE Processing Pipeline	990dd5bf72e568d3e1aea6356869c743		https://www.encodeproject.org/files/ENCFF106PMZ/@@download/ENCFF106PMZ.bed.gz	GRCh38				archived	s3://encode-public/2016/11/18/76e0c1da-3075-48f4-8f8b-80b94caaccd7/ENCFF106PMZ.bed.gz				
ENCFF619DCX	bed narrowPeak	peaks	ENCSR788SOI	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF076CAH, ENCFF967OQF	778364	ENCODE Processing Pipeline	f0f79b81a561a08c8403c3be9b2e491d		https://www.encodeproject.org/files/ENCFF619DCX/@@download/ENCFF619DCX.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/922ad6f4-1dbf-4451-9f8e-b2e691cc40dd/ENCFF619DCX.bed.gz				
ENCFF382MCS	bed narrowPeak	peaks	ENCSR788SOI	DNase-seq	UBERON:0002240	spinal cord	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF645ZIJ	776191	ENCODE Processing Pipeline	4a37ad75b486c0b4903f7a6926019c0e		https://www.encodeproject.org/files/ENCFF382MCS/@@download/ENCFF382MCS.bed.gz	hg19				archived	s3://encode-public/2017/09/19/9494cf71-62a7-4f87-8c9c-59e3748fdf25/ENCFF382MCS.bed.gz				
ENCFF588WQL	bed narrowPeak	peaks	ENCSR468OVW	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF125VOT, ENCFF967OQF	932404	ENCODE Processing Pipeline	a6639e3fde6672dd7c699ddafec72d51		https://www.encodeproject.org/files/ENCFF588WQL/@@download/ENCFF588WQL.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/71cd0cfd-c7ec-4e7f-9704-978562547f5f/ENCFF588WQL.bed.gz				
ENCFF059HII	bed narrowPeak	peaks	ENCSR468OVW	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF333ZXH, ENCFF390DNP	932248	ENCODE Processing Pipeline	0aac6f874b6f8646e15f0f0a39fda08f		https://www.encodeproject.org/files/ENCFF059HII/@@download/ENCFF059HII.bed.gz	hg19				released	s3://encode-public/2018/05/14/ccd269ae-3717-4ca4-921f-1298185b3857/ENCFF059HII.bed.gz				
ENCFF429OVG	bed narrowPeak	peaks	ENCSR468OVW	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF924VAN, ENCFF992CZQ	889921	ENCODE Processing Pipeline	6ed0bbb4fa2b7db2adca7ca0b2826b05		https://www.encodeproject.org/files/ENCFF429OVG/@@download/ENCFF429OVG.bed.gz	GRCh38				archived	s3://encode-public/2016/11/04/f43943d7-590a-4bc2-82dd-b4be017c9088/ENCFF429OVG.bed.gz				
ENCFF807HKO	bed narrowPeak	peaks	ENCSR468OVW	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF847FWS	887288	ENCODE Processing Pipeline	bff2fe8f793f27022c39b931617d527c		https://www.encodeproject.org/files/ENCFF807HKO/@@download/ENCFF807HKO.bed.gz	hg19				archived	s3://encode-public/2016/11/04/734c0b30-e55b-45ad-b34a-6a85ed37c0c7/ENCFF807HKO.bed.gz				
ENCFF684QFQ	bed narrowPeak	peaks	ENCSR468OVW	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF125VOT, ENCFF967OQF	933809	ENCODE Processing Pipeline	2b578087d6fb465426f358972ea7ae6f		https://www.encodeproject.org/files/ENCFF684QFQ/@@download/ENCFF684QFQ.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/8b39245e-697c-4caa-a9e1-f25299bd1bda/ENCFF684QFQ.bed.gz				
ENCFF011FIW	bed narrowPeak	peaks	ENCSR468OVW	DNase-seq	UBERON:0002168	left lung	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF333ZXH, ENCFF390DNP	932093	ENCODE Processing Pipeline	eb869b0d4131817109126188fcccbb70		https://www.encodeproject.org/files/ENCFF011FIW/@@download/ENCFF011FIW.bed.gz	hg19				archived	s3://encode-public/2017/09/19/18c395d2-da4d-404e-82d7-1b66a9848a76/ENCFF011FIW.bed.gz				
ENCFF001SSG	bed narrowPeak	peaks	ENCSR000EQA	DNase-seq	CL:0000188	skeletal muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1, 2							ENCFF001EFW, ENCFF001EGB	1964360	John Stamatoyannopoulos, UW	fbb574410d9d267f1a1f2873badb176e		https://www.encodeproject.org/files/ENCFF001SSG/@@download/ENCFF001SSG.bed.gz	hg19				archived	s3://encode-public/2012/09/01/1c803c29-cf36-4a83-a884-37c72618d66c/ENCFF001SSG.narrowPeak.gz				
ENCFF001WCG	bed narrowPeak	peaks	ENCSR000EQA	DNase-seq	CL:0000188	skeletal muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF001CFA	3737596	John Stamatoyannopoulos, UW	c43f5e704b469c4f06180d42789957c6		https://www.encodeproject.org/files/ENCFF001WCG/@@download/ENCFF001WCG.bed.gz	hg19				archived	s3://encode-public/2012/07/12/95ce9cd3-9e14-4f4f-a6d7-c3a4e27338f3/ENCFF001WCG.narrowPeak.gz				
ENCFF001WSO	bed narrowPeak	peaks	ENCSR000EQA	DNase-seq	CL:0000188	skeletal muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF001EGB	2361694	John Stamatoyannopoulos, UW	50bf299f8d745962847ddef3f3916491		https://www.encodeproject.org/files/ENCFF001WSO/@@download/ENCFF001WSO.bed.gz	hg19				archived	s3://encode-public/2011/01/11/46758696-12e7-4a4f-bb39-2909496085f2/ENCFF001WSO.narrowPeak.gz				
ENCFF001WSN	bed narrowPeak	peaks	ENCSR000EQA	DNase-seq	CL:0000188	skeletal muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF001EFW	2328105	John Stamatoyannopoulos, UW	a9056c97cd4a4280fe495655d1f9b13f		https://www.encodeproject.org/files/ENCFF001WSN/@@download/ENCFF001WSN.bed.gz	hg19				archived	s3://encode-public/2011/01/11/4abfa208-bfef-4b15-acea-3d9cd28253d5/ENCFF001WSN.narrowPeak.gz				
ENCFF394WVR	bed narrowPeak	peaks	ENCSR000EQA	DNase-seq	CL:0000188	skeletal muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF925DYW, ENCFF967OQF	4900337	ENCODE Processing Pipeline	87aa1668230b513a2fa9727d197ced50		https://www.encodeproject.org/files/ENCFF394WVR/@@download/ENCFF394WVR.bed.gz	GRCh38				archived	s3://encode-public/2018/04/24/8bf9db04-f7d3-44b5-b94d-387956f86f71/ENCFF394WVR.bed.gz				
ENCFF502RQJ	bed narrowPeak	peaks	ENCSR000EQA	DNase-seq	CL:0000188	skeletal muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF350ADG, ENCFF967OQF	1419425	ENCODE Processing Pipeline	31c37227a837b6e4ff6dc207f133bdcc		https://www.encodeproject.org/files/ENCFF502RQJ/@@download/ENCFF502RQJ.bed.gz	GRCh38				archived	s3://encode-public/2018/04/24/88447a70-3684-42cd-af79-10e87aa8ba42/ENCFF502RQJ.bed.gz				
ENCFF567KMJ	bed narrowPeak	peaks	ENCSR000EQA	DNase-seq	CL:0000188	skeletal muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF925DYW, ENCFF967OQF	4900311	ENCODE Processing Pipeline	4e48bfafbc24907baa9413685dec5a3d		https://www.encodeproject.org/files/ENCFF567KMJ/@@download/ENCFF567KMJ.bed.gz	GRCh38				archived	s3://encode-public/2018/05/03/73925570-39e3-4a79-b0b6-cc7a8ae9bbe3/ENCFF567KMJ.bed.gz				
ENCFF825ONF	bed narrowPeak	peaks	ENCSR000EQA	DNase-seq	CL:0000188	skeletal muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF350ADG, ENCFF967OQF	1419409	ENCODE Processing Pipeline	6f6ba01ef67ebe9a4cf785f57fa181e4		https://www.encodeproject.org/files/ENCFF825ONF/@@download/ENCFF825ONF.bed.gz	GRCh38				released	s3://encode-public/2018/05/03/b65f544d-2034-410d-b3de-864cd5564ad0/ENCFF825ONF.bed.gz				
ENCFF091FNC	bed narrowPeak	peaks	ENCSR000EQA	DNase-seq	CL:0000188	skeletal muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF390DNP, ENCFF755SPF	4891808	ENCODE Processing Pipeline	9ef024b83bb24b445261ebac961b44bf		https://www.encodeproject.org/files/ENCFF091FNC/@@download/ENCFF091FNC.bed.gz	hg19				archived	s3://encode-public/2018/05/14/c20fd175-58d1-4c64-883f-0a7713d5247f/ENCFF091FNC.bed.gz				
ENCFF203SSC	bed narrowPeak	peaks	ENCSR000EQA	DNase-seq	CL:0000188	skeletal muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF390DNP, ENCFF838NST	1418930	ENCODE Processing Pipeline	2c7d38373ed1cbd842674e910a2bdfd8		https://www.encodeproject.org/files/ENCFF203SSC/@@download/ENCFF203SSC.bed.gz	hg19				released	s3://encode-public/2018/05/14/5cabf4a0-5f9c-4e18-ade8-0503094e7cd0/ENCFF203SSC.bed.gz				
ENCFF365EXK	bed narrowPeak	peaks	ENCSR000EQA	DNase-seq	CL:0000188	skeletal muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF350ADG, ENCFF967OQF	1420771	ENCODE Processing Pipeline	4324d1c1a5f8e163acb9af8f663262ac		https://www.encodeproject.org/files/ENCFF365EXK/@@download/ENCFF365EXK.bed.gz	GRCh38				archived	s3://encode-public/2017/09/10/543f8525-e176-4206-9020-42f721849c72/ENCFF365EXK.bed.gz				
ENCFF699CDH	bed narrowPeak	peaks	ENCSR000EQA	DNase-seq	CL:0000188	skeletal muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF925DYW, ENCFF967OQF	4908909	ENCODE Processing Pipeline	fb3b94d2504dd5e90f5d3fa63fd468cb		https://www.encodeproject.org/files/ENCFF699CDH/@@download/ENCFF699CDH.bed.gz	GRCh38				archived	s3://encode-public/2017/09/10/6987ebed-8443-4900-9e04-f25f0a9af093/ENCFF699CDH.bed.gz				
ENCFF720OXL	bed narrowPeak	peaks	ENCSR000EQA	DNase-seq	CL:0000188	skeletal muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF390DNP, ENCFF838NST	1418880	ENCODE Processing Pipeline	8f7f9ef8924d6c4a3e8938a32c1f9dee		https://www.encodeproject.org/files/ENCFF720OXL/@@download/ENCFF720OXL.bed.gz	hg19				archived	s3://encode-public/2017/09/13/7d97cbe0-c14a-4fba-a0f2-8678e05dc124/ENCFF720OXL.bed.gz				
ENCFF066MBH	bed narrowPeak	peaks	ENCSR000EQA	DNase-seq	CL:0000188	skeletal muscle cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF390DNP, ENCFF755SPF	4894177	ENCODE Processing Pipeline	43a0666e6340eed4fdbb3d9303d14fc4		https://www.encodeproject.org/files/ENCFF066MBH/@@download/ENCFF066MBH.bed.gz	hg19				archived	s3://encode-public/2017/09/13/eae69ff0-c07a-41fb-bc2f-edb1b5b803bc/ENCFF066MBH.bed.gz				
ENCFF556AXZ	bed narrowPeak	peaks	ENCSR840TVG	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF403GDZ, ENCFF967OQF	452638	ENCODE Processing Pipeline	722d991a2b30e6aee808d2ef5d0e8d84		https://www.encodeproject.org/files/ENCFF556AXZ/@@download/ENCFF556AXZ.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/f194d182-a103-4853-8549-aee4db0adc28/ENCFF556AXZ.bed.gz				
ENCFF926OPP	bed narrowPeak	peaks	ENCSR840TVG	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF054ZTY, ENCFF390DNP	451970	ENCODE Processing Pipeline	abbd1d585d1c8a78591b6de2e0b5ee60		https://www.encodeproject.org/files/ENCFF926OPP/@@download/ENCFF926OPP.bed.gz	hg19				released	s3://encode-public/2018/05/14/80e35d8c-6953-4975-a852-5f143e872f76/ENCFF926OPP.bed.gz				
ENCFF662NTN	bed narrowPeak	peaks	ENCSR840TVG	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF116XIA, ENCFF163ZHO	449580	ENCODE Processing Pipeline	87a80d6bebc12f4078ff6053ebe578eb		https://www.encodeproject.org/files/ENCFF662NTN/@@download/ENCFF662NTN.bed.gz	hg19				archived	s3://encode-public/2016/10/28/0d95602b-69c1-4064-b6c3-36d6fa27c6d4/ENCFF662NTN.bed.gz				
ENCFF738JDE	bed narrowPeak	peaks	ENCSR840TVG	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF256FAS, ENCFF992CZQ	452685	ENCODE Processing Pipeline	e3fb442f1a53dd23721f197c604ed7ed		https://www.encodeproject.org/files/ENCFF738JDE/@@download/ENCFF738JDE.bed.gz	GRCh38				archived	s3://encode-public/2016/10/28/ae93b359-77ac-4a5b-8b65-ebeeaf9dc2c6/ENCFF738JDE.bed.gz				
ENCFF004GBA	bed narrowPeak	peaks	ENCSR840TVG	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF403GDZ, ENCFF967OQF	454130	ENCODE Processing Pipeline	68faaa9c323a00fae23b982ad75db101		https://www.encodeproject.org/files/ENCFF004GBA/@@download/ENCFF004GBA.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/614c65fa-c113-408a-8150-95f2c2c98f50/ENCFF004GBA.bed.gz				
ENCFF878OAD	bed narrowPeak	peaks	ENCSR840TVG	DNase-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF054ZTY, ENCFF390DNP	451906	ENCODE Processing Pipeline	8cdf3d8156807913fdc8020329895f47		https://www.encodeproject.org/files/ENCFF878OAD/@@download/ENCFF878OAD.bed.gz	hg19				archived	s3://encode-public/2017/09/19/9866a65e-a21e-402b-9736-c2f9604b47e4/ENCFF878OAD.bed.gz				
ENCFF359WHG	bed narrowPeak	peaks	ENCSR628IRM	DNase-seq	CL:0000084	T-cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF883JVC, ENCFF967OQF	1555512	ENCODE Processing Pipeline	1f87c5b5eba5e63e65603389e6b7599e		https://www.encodeproject.org/files/ENCFF359WHG/@@download/ENCFF359WHG.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/998a4b5d-589c-48d9-b9a3-b5b7533f5b40/ENCFF359WHG.bed.gz				
ENCFF547UCK	bed narrowPeak	peaks	ENCSR628IRM	DNase-seq	CL:0000084	T-cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF801XJB	1548496	ENCODE Processing Pipeline	0db42c81bc3660f40169ee7015c6530e		https://www.encodeproject.org/files/ENCFF547UCK/@@download/ENCFF547UCK.bed.gz	hg19				released	s3://encode-public/2018/05/14/c4dd0faf-231c-47b8-8631-8c4b9a9a8c88/ENCFF547UCK.bed.gz				
ENCFF131SCF	bed narrowPeak	peaks	ENCSR628IRM	DNase-seq	CL:0000084	T-cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF043KCV, ENCFF992CZQ	1561118	ENCODE Processing Pipeline	696b235fe3df9a8bbd7ec5580d6d7d99		https://www.encodeproject.org/files/ENCFF131SCF/@@download/ENCFF131SCF.bed.gz	GRCh38				archived	s3://encode-public/2016/11/21/a36cf48c-a31d-4db6-80aa-c8c287b1ac0e/ENCFF131SCF.bed.gz				
ENCFF026SFK	bed narrowPeak	peaks	ENCSR628IRM	DNase-seq	CL:0000084	T-cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF927PRH	1546966	ENCODE Processing Pipeline	5bd26323bedb125b84d27db1ffafb07f		https://www.encodeproject.org/files/ENCFF026SFK/@@download/ENCFF026SFK.bed.gz	hg19				archived	s3://encode-public/2016/11/21/5c87513c-8ed8-4290-aab5-e9ae27e7d822/ENCFF026SFK.bed.gz				
ENCFF126JXB	bed narrowPeak	peaks	ENCSR628IRM	DNase-seq	CL:0000084	T-cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF883JVC, ENCFF967OQF	1558830	ENCODE Processing Pipeline	b18ba6fee8a05279b44e3801f22a0f67		https://www.encodeproject.org/files/ENCFF126JXB/@@download/ENCFF126JXB.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/60da57ac-b7b5-4e38-b0cc-6bddd0c2fd63/ENCFF126JXB.bed.gz				
ENCFF376CNB	bed narrowPeak	peaks	ENCSR628IRM	DNase-seq	CL:0000084	T-cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF801XJB	1548434	ENCODE Processing Pipeline	1ecc7095900636d4b7b7e3fe53ee4d38		https://www.encodeproject.org/files/ENCFF376CNB/@@download/ENCFF376CNB.bed.gz	hg19				archived	s3://encode-public/2017/09/20/c657dd75-4c1b-4c34-8e70-397f20186edc/ENCFF376CNB.bed.gz				
ENCFF001SQE	bed narrowPeak	peaks	ENCSR000EMK	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens											DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF001CQS	1588801	John Stamatoyannopoulos, UW	96780bc6cfacdd9bdbf6cafc4c18cb7a		https://www.encodeproject.org/files/ENCFF001SQE/@@download/ENCFF001SQE.bed.gz	hg19				archived	s3://encode-public/2012/09/01/ba3f7a63-f3d1-42fa-a525-3cf2019ca760/ENCFF001SQE.narrowPeak.gz				
ENCFF001WES	bed narrowPeak	peaks	ENCSR000EMK	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens											DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF001CQS	1947377	John Stamatoyannopoulos, UW	e8ebc26bf91ffe81e3203147476060df		https://www.encodeproject.org/files/ENCFF001WES/@@download/ENCFF001WES.bed.gz	hg19				archived	s3://encode-public/2011/01/11/74afa545-0a75-483c-b573-55e3d7e228cd/ENCFF001WES.narrowPeak.gz				
ENCFF963VPW	bed narrowPeak	peaks	ENCSR000EMK	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens											DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF383AUD, ENCFF967OQF	1280834	ENCODE Processing Pipeline	20ecf6060a2a2c40ca2326ea0329c1bf		https://www.encodeproject.org/files/ENCFF963VPW/@@download/ENCFF963VPW.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/666a03db-83f4-49bf-b5bc-5737291f90e0/ENCFF963VPW.bed.gz				
ENCFF570PDT	bed narrowPeak	peaks	ENCSR000EMK	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens											DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF113IQU, ENCFF390DNP	1279529	ENCODE Processing Pipeline	c487f1e41c7fccfa4112b78a8551bf22		https://www.encodeproject.org/files/ENCFF570PDT/@@download/ENCFF570PDT.bed.gz	hg19				released	s3://encode-public/2018/05/14/24c80465-5796-4e65-920c-d55ab51a5565/ENCFF570PDT.bed.gz				
ENCFF578QOB	bed narrowPeak	peaks	ENCSR000EMK	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens											DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF163ZHO, ENCFF242IHF	1250299	ENCODE Processing Pipeline	cb2b0fbe4548a1e21ecf16a54b2a7a8f		https://www.encodeproject.org/files/ENCFF578QOB/@@download/ENCFF578QOB.bed.gz	hg19				archived	s3://encode-public/2016/10/15/b8656d2f-a508-4ea9-9243-e7ded2682f3e/ENCFF578QOB.bed.gz				
ENCFF942XLQ	bed narrowPeak	peaks	ENCSR000EMK	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens											DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF212FJL, ENCFF992CZQ	1255119	ENCODE Processing Pipeline	6845180c235c4ab4624be763028d3b85		https://www.encodeproject.org/files/ENCFF942XLQ/@@download/ENCFF942XLQ.bed.gz	GRCh38				archived	s3://encode-public/2016/10/23/7ea041c4-c43b-48b2-a3c9-98258aa36a84/ENCFF942XLQ.bed.gz				
ENCFF881PDY	bed narrowPeak	peaks	ENCSR000EMK	DNase-seq	CL:0000837	hematopoietic multipotent progenitor cell	in vitro differentiated cells	Homo sapiens											DNA		see document	see document		False	2011-10-19	ENCODE				1							ENCFF383AUD, ENCFF967OQF	1282197	ENCODE Processing Pipeline	f1e7b3cb1552aa15e0a2aa6b972520a6		https://www.encodeproject.org/files/ENCFF881PDY/@@download/ENCFF881PDY.bed.gz	GRCh38				archived	s3://encode-public/2017/08/23/022f7076-b372-46c7-a666-68e558de1e27/ENCFF881PDY.bed.gz				
