FANTOM5_sample_id	FANTOM5_sample_name	treatment	cell_line	cancer	sex	add	OnTarget_cell_or_tissue	comments
CNhs13173	Lymphatic Endothelial cells response to VEGFC, 08hr, biol_rep2 (MM XIV - 16)	Yes	No	No		No	endothelial cell (lymphatic system)	time courses
CNhs13291	Lymphatic Endothelial cells response to VEGFC, 08hr, biol_rep3 (MM XXII - 16)	Yes	No	No		No	endothelial cell (lymphatic system)	time courses
CNhs11935	lymphoma, malignant, hairy B-cell cell line:MLMA	No	Yes	Yes	female	Yes	MLMA	Hairy cell leukemia
CNhs10861	Macrophage - monocyte derived, donor1	No	No	No	male	Yes	macrophage (derived from monocyte)	
CNhs11899	Macrophage - monocyte derived, donor2	No	No	No	male	Yes	macrophage (derived from monocyte)	
CNhs12003	Macrophage - monocyte derived, donor3	No	No	No	female	Yes	macrophage (derived from monocyte)	
CNhs10730	malignant trichilemmal cyst cell line:DJM-1	No	Yes	Yes	female	Yes	DJM-1	Skin squamous cell carcinoma
CNhs12538	Mallassez-derived cells, donor1 (MZH3)	No	No	No	male	Yes	epithelial cell rests of Malassez	
CNhs13550	Mallassez-derived cells, donor2	No	No	No	female	Yes	epithelial cell rests of Malassez	
CNhs13551	Mallassez-derived cells, donor3	No	No	No	male	Yes	epithelial cell rests of Malassez	
CNhs11077	Mammary Epithelial Cell, donor1	No	No	No	female	Yes	mammary epithelial cell	
CNhs11382	Mammary Epithelial Cell, donor2	No	No	No	female	Yes	mammary epithelial cell	
CNhs12032	Mammary Epithelial Cell, donor3	No	No	No	female	Yes	mammary epithelial cell	
CNhs11073	Mast cell - stimulated, donor1	Yes	No	No	female	No	mast cell	stimulated
CNhs12566	Mast cell, donor1	No	No	No	female	Yes	mast cell	
CNhs12594	Mast cell, donor2	No	No	No	female	Yes	mast cell	
CNhs12593	Mast cell, donor3	No	No	No	female	Yes	mast cell	
CNhs12592	Mast cell, donor4	No	No	No	female	Yes	mast cell	
CNhs13925	Mast cell, expanded and stimulated, donor5	Yes	No	No		No	mast cell	both
CNhs13927	Mast cell, expanded and stimulated, donor8	Yes	No	No		No	mast cell	both
CNhs13924	Mast cell, expanded, donor5	No	No	No		No	mast cell	expanded
CNhs13926	Mast cell, expanded, donor8	No	No	No		No	mast cell	expanded
CNhs12558	mature adipocyte, donor1	No	No	No	female	Yes	adipocyte	mature
CNhs12559	mature adipocyte, donor2	No	No	No	female	Yes	adipocyte	mature
CNhs12560	mature adipocyte, donor3	No	No	No	female	Yes	adipocyte	mature
CNhs12562	mature adipocyte, donor4	No	No	No	female	Yes	adipocyte	mature
CNhs10732	maxillary sinus tumor cell line:HSQ-89	No	Yes	Yes	male	Yes	HSQ-89	Maxillary sinus squamous cell carcinoma
CNhs12564	MCF7 breast cancer cell line response to EGF1, 00hr00min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12475	MCF7 breast cancer cell line response to EGF1, 00hr00min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12703	MCF7 breast cancer cell line response to EGF1, 00hr00min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12420	MCF7 breast cancer cell line response to EGF1, 00hr15min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12476	MCF7 breast cancer cell line response to EGF1, 00hr15min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12704	MCF7 breast cancer cell line response to EGF1, 00hr15min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12421	MCF7 breast cancer cell line response to EGF1, 00hr30min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12477	MCF7 breast cancer cell line response to EGF1, 00hr30min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12738	MCF7 breast cancer cell line response to EGF1, 00hr30min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12422	MCF7 breast cancer cell line response to EGF1, 00hr45min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12478	MCF7 breast cancer cell line response to EGF1, 00hr45min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12739	MCF7 breast cancer cell line response to EGF1, 00hr45min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12423	MCF7 breast cancer cell line response to EGF1, 01hr00min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12479	MCF7 breast cancer cell line response to EGF1, 01hr00min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12705	MCF7 breast cancer cell line response to EGF1, 01hr00min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12424	MCF7 breast cancer cell line response to EGF1, 01hr20min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12480	MCF7 breast cancer cell line response to EGF1, 01hr20min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12742	MCF7 breast cancer cell line response to EGF1, 01hr20min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12425	MCF7 breast cancer cell line response to EGF1, 01hr40min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12482	MCF7 breast cancer cell line response to EGF1, 01hr40min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12743	MCF7 breast cancer cell line response to EGF1, 01hr40min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12426	MCF7 breast cancer cell line response to EGF1, 02hr00min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12483	MCF7 breast cancer cell line response to EGF1, 02hr00min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12744	MCF7 breast cancer cell line response to EGF1, 02hr00min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12427	MCF7 breast cancer cell line response to EGF1, 02hr30min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12484	MCF7 breast cancer cell line response to EGF1, 02hr30min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12746	MCF7 breast cancer cell line response to EGF1, 02hr30min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12428	MCF7 breast cancer cell line response to EGF1, 03hr00min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12485	MCF7 breast cancer cell line response to EGF1, 03hr00min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12747	MCF7 breast cancer cell line response to EGF1, 03hr00min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12429	MCF7 breast cancer cell line response to EGF1, 03hr30min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12486	MCF7 breast cancer cell line response to EGF1, 03hr30min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12748	MCF7 breast cancer cell line response to EGF1, 03hr30min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12430	MCF7 breast cancer cell line response to EGF1, 04hr, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12487	MCF7 breast cancer cell line response to EGF1, 04hr, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12749	MCF7 breast cancer cell line response to EGF1, 04hr, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12431	MCF7 breast cancer cell line response to EGF1, 05hr, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12488	MCF7 breast cancer cell line response to EGF1, 05hr, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12750	MCF7 breast cancer cell line response to EGF1, 05hr, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12432	MCF7 breast cancer cell line response to EGF1, 06hr, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12489	MCF7 breast cancer cell line response to EGF1, 06hr, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12751	MCF7 breast cancer cell line response to EGF1, 06hr, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12434	MCF7 breast cancer cell line response to EGF1, 07hr, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12490	MCF7 breast cancer cell line response to EGF1, 07hr, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12752	MCF7 breast cancer cell line response to EGF1, 07hr, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12565	MCF7 breast cancer cell line response to EGF1, 08hr, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12491	MCF7 breast cancer cell line response to EGF1, 08hr, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12753	MCF7 breast cancer cell line response to EGF1, 08hr, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12435	MCF7 breast cancer cell line response to HRG, 00hr15min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12652	MCF7 breast cancer cell line response to HRG, 00hr15min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12754	MCF7 breast cancer cell line response to HRG, 00hr15min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12436	MCF7 breast cancer cell line response to HRG, 00hr30min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12653	MCF7 breast cancer cell line response to HRG, 00hr30min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12755	MCF7 breast cancer cell line response to HRG, 00hr30min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12437	MCF7 breast cancer cell line response to HRG, 00hr45min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12654	MCF7 breast cancer cell line response to HRG, 00hr45min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12756	MCF7 breast cancer cell line response to HRG, 00hr45min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12438	MCF7 breast cancer cell line response to HRG, 01hr00min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12655	MCF7 breast cancer cell line response to HRG, 01hr00min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12757	MCF7 breast cancer cell line response to HRG, 01hr00min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12439	MCF7 breast cancer cell line response to HRG, 01hr20min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12656	MCF7 breast cancer cell line response to HRG, 01hr20min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12758	MCF7 breast cancer cell line response to HRG, 01hr20min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12440	MCF7 breast cancer cell line response to HRG, 01hr40min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12657	MCF7 breast cancer cell line response to HRG, 01hr40min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12759	MCF7 breast cancer cell line response to HRG, 01hr40min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12441	MCF7 breast cancer cell line response to HRG, 02hr00min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12658	MCF7 breast cancer cell line response to HRG, 02hr00min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12760	MCF7 breast cancer cell line response to HRG, 02hr00min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12442	MCF7 breast cancer cell line response to HRG, 02hr30min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12659	MCF7 breast cancer cell line response to HRG, 02hr30min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12761	MCF7 breast cancer cell line response to HRG, 02hr30min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12443	MCF7 breast cancer cell line response to HRG, 03hr00min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12660	MCF7 breast cancer cell line response to HRG, 03hr00min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12762	MCF7 breast cancer cell line response to HRG, 03hr00min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12444	MCF7 breast cancer cell line response to HRG, 03hr30min, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12662	MCF7 breast cancer cell line response to HRG, 03hr30min, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12763	MCF7 breast cancer cell line response to HRG, 03hr30min, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12445	MCF7 breast cancer cell line response to HRG, 04hr, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12663	MCF7 breast cancer cell line response to HRG, 04hr, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12764	MCF7 breast cancer cell line response to HRG, 04hr, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12446	MCF7 breast cancer cell line response to HRG, 05hr, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12664	MCF7 breast cancer cell line response to HRG, 05hr, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12765	MCF7 breast cancer cell line response to HRG, 05hr, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12447	MCF7 breast cancer cell line response to HRG, 06hr, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12665	MCF7 breast cancer cell line response to HRG, 06hr, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12766	MCF7 breast cancer cell line response to HRG, 06hr, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12448	MCF7 breast cancer cell line response to HRG, 07hr, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12666	MCF7 breast cancer cell line response to HRG, 07hr, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12767	MCF7 breast cancer cell line response to HRG, 07hr, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12740	MCF7 breast cancer cell line response to HRG, 08hr, biol_rep1	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12667	MCF7 breast cancer cell line response to HRG, 08hr, biol_rep2	Yes	Yes	Yes		No	MCF-7	time courses
CNhs12768	MCF7 breast cancer cell line response to HRG, 08hr, biol_rep3	Yes	Yes	Yes		No	MCF-7	time courses
CNhs13796	medial frontal gyrus - adult, donor10196	No	No	No	female	Yes	medial frontal gyrus	
CNhs12310	medial frontal gyrus, adult, donor10252	No	No	No	female	Yes	medial frontal gyrus	
CNhs14221	medial frontal gyrus, adult, donor10258	No	No	No	female	Yes	medial frontal gyrus	
CNhs14069	medial frontal gyrus, newborn, donor10223	No	No	No	male	Yes	medial frontal gyrus (newborn)	
CNhs13809	medial temporal gyrus - adult, donor10196	No	No	No	female	Yes	medial temporal gyrus	
CNhs12316	medial temporal gyrus, adult, donor10252	No	No	No	female	Yes	medial temporal gyrus	
CNhs14229	medial temporal gyrus, adult, donor10258, tech_rep1	No	No	No	female	Yes	medial temporal gyrus	
CNhs14552	medial temporal gyrus, adult, donor10258, tech_rep2	No	No	No	female	Yes	medial temporal gyrus	
CNhs14070	medial temporal gyrus, newborn, donor10223	No	No	No	male	Yes	medial temporal gyrus (newborn)	
CNhs13800	medulla oblongata - adult, donor10196	No	No	No	female	Yes	medulla oblongata	
CNhs12315	medulla oblongata, adult, donor10252	No	No	No	female	Yes	medulla oblongata	
CNhs10645	medulla oblongata, adult, pool1	No	No	No		Yes	medulla oblongata	
CNhs14079	medulla oblongata, newborn, donor10223	No	No	No	male	Yes	medulla oblongata (newborn)	
CNhs12805	medulloblastoma cell line:D283 Med	No	Yes	Yes	male	Yes	D283 Med	Medulloblastoma
CNhs11861	medulloblastoma cell line:ONS-76	No	Yes	Yes	female	Yes	ONS-76	Medulloblastoma
CNhs12591	Melanocyte - dark, donor1	No	No	No		Yes	melanocyte (dark donor)	
CNhs12346	Melanocyte - dark, donor2	No	No	No		Yes	melanocyte (dark donor)	
CNhs12570	Melanocyte - dark, donor3	No	No	No		Yes	melanocyte (dark donor)	
CNhs11303	Melanocyte - light, donor1	No	No	No		Yes	melanocyte (newborn)	
CNhs11383	Melanocyte - light, donor2	No	No	No		Yes	melanocyte (newborn)	
CNhs12033	Melanocyte - light, donor3	No	No	No		Yes	melanocyte (newborn)	
CNhs12816	Melanocyte, donor1 (MC+1)	No	No	No		No	melanocyte	time courses
CNhs13156	Melanocyte, donor2 (MC+2)	No	No	No		No	melanocyte	time courses
CNhs13406	Melanocyte, donor3 (MC+3)	No	No	No		No	melanocyte	time courses
CNhs11281	melanoma cell line:COLO 679	No	Yes	Yes	female	Yes	COLO 679	Cutaneous melanoma
CNhs11254	melanoma cell line:G-361	No	Yes	Yes	male	Yes	G-361	Melanoma
CNhs11320	Meningeal Cells, donor1	No	No	No		Yes	meningeal cell	
CNhs12080	Meningeal Cells, donor2	No	No	No		Yes	meningeal cell	
CNhs12731	Meningeal Cells, donor3	No	No	No		Yes	meningeal cell	
CNhs11945	meningioma cell line:HKBMM	No	Yes	Yes	female	Yes	HKBMM	Meningioma
CNhs12838	merkel cell carcinoma cell line:MKL-1	No	Yes	Yes	male	Yes	MKL-1	Merkel cell carcinoma
CNhs12839	merkel cell carcinoma cell line:MS-1	No	Yes	Yes		Yes	Ms-1	Small cell lung carcinoma
CNhs12363	mesenchymal precursor cell - adipose, donor1	No	No	No		Yes	mesenchymal precursor cell (adipose tissue)	
CNhs12364	mesenchymal precursor cell - adipose, donor2	No	No	No		Yes	mesenchymal precursor cell (adipose tissue)	
CNhs12365	mesenchymal precursor cell - adipose, donor3	No	No	No		Yes	mesenchymal precursor cell (adipose tissue)	
CNhs12366	mesenchymal precursor cell - bone marrow, donor1	No	No	No		Yes	mesenchymal precursor cell (bone marrow)	
CNhs12367	mesenchymal precursor cell - bone marrow, donor2	No	No	No		Yes	mesenchymal precursor cell (bone marrow)	
CNhs13098	mesenchymal precursor cell - bone marrow, donor3	No	No	No		Yes	mesenchymal precursor cell (bone marrow)	
CNhs12368	mesenchymal precursor cell - cardiac, donor1	No	No	No		Yes	mesenchymal precursor cell (heart)	
CNhs12369	mesenchymal precursor cell - cardiac, donor2	No	No	No		Yes	mesenchymal precursor cell (heart)	
CNhs12370	mesenchymal precursor cell - cardiac, donor3	No	No	No		Yes	mesenchymal precursor cell (heart)	
CNhs12371	mesenchymal precursor cell - cardiac, donor4	No	No	No		Yes	mesenchymal precursor cell (heart)	
CNhs12372	mesenchymal precursor cell - ovarian cancer left ovary, donor1	No	No	Yes		No	mesenchymal precursor cell (ovary)	Cancer
CNhs13092	mesenchymal precursor cell - ovarian cancer left ovary, donor2	No	No	Yes		No	mesenchymal precursor cell (ovary)	Cancer
CNhs12376	mesenchymal precursor cell - ovarian cancer left ovary, donor3	No	No	Yes		No	mesenchymal precursor cell (ovary)	Cancer
CNhs13094	mesenchymal precursor cell - ovarian cancer left ovary, donor4	No	No	Yes		No	mesenchymal precursor cell (ovary)	Cancer
CNhs12374	mesenchymal precursor cell - ovarian cancer metastasis, donor1	No	No	Yes		No	mesenchymal precursor cell (ovary)	Cancer
CNhs13093	mesenchymal precursor cell - ovarian cancer metastasis, donor2	No	No	Yes		No	mesenchymal precursor cell (ovary)	Cancer
CNhs12378	mesenchymal precursor cell - ovarian cancer metastasis, donor3	No	No	Yes		No	mesenchymal precursor cell (ovary)	Cancer
CNhs13097	mesenchymal precursor cell - ovarian cancer metastasis, donor4	No	No	Yes		No	mesenchymal precursor cell (ovary)	Cancer
CNhs12373	mesenchymal precursor cell - ovarian cancer right ovary, donor1	No	No	Yes		No	mesenchymal precursor cell (ovary)	Cancer
CNhs12375	mesenchymal precursor cell - ovarian cancer right ovary, donor2	No	No	Yes		No	mesenchymal precursor cell (ovary)	Cancer
CNhs13507	mesenchymal precursor cell - ovarian cancer right ovary, donor3 (SOC-57-02-G)	No	No	Yes		No	mesenchymal precursor cell (ovary)	Cancer
CNhs12377	mesenchymal precursor cell - ovarian cancer right ovary, donor3 (SOC-57-02)	No	No	Yes		No	mesenchymal precursor cell (ovary)	Cancer
CNhs13096	mesenchymal precursor cell - ovarian cancer right ovary, donor4	No	No	Yes		No	mesenchymal precursor cell (ovary)	Cancer
CNhs11718	mesenchymal stem cell line:Hu5/E18	No	Yes	No	female	Yes	Hu5/E18	
CNhs10844	Mesenchymal stem cells - adipose, donor0	No	No	No		Yes	mesenchymal stem cell (adipose tissue)	
CNhs11345	Mesenchymal Stem Cells - adipose, donor1	No	No	No		Yes	mesenchymal stem cell (adipose tissue)	
CNhs12101	Mesenchymal Stem Cells - adipose, donor2	No	No	No		Yes	mesenchymal stem cell (adipose tissue)	
CNhs12922	Mesenchymal Stem Cells - adipose, donor3	No	No	No		Yes	mesenchymal stem cell (adipose tissue)	
CNhs11349	Mesenchymal Stem Cells - amniotic membrane, donor1	No	No	No	female	Yes	mesenchymal stem cell (amniotic membrane)	
CNhs12104	Mesenchymal Stem Cells - amniotic membrane, donor2	No	No	No	female	Yes	mesenchymal stem cell (amniotic membrane)	
CNhs11344	Mesenchymal Stem Cells - bone marrow, donor1	No	No	No		Yes	mesenchymal stem cell (bone marrow)	
CNhs12100	Mesenchymal Stem Cells - bone marrow, donor2	No	No	No		Yes	mesenchymal stem cell (bone marrow)	
CNhs12126	Mesenchymal Stem Cells - bone marrow, donor3	No	No	No		Yes	mesenchymal stem cell (bone marrow)	
CNhs11316	Mesenchymal Stem Cells - bone marrow, donor4	No	No	No		Yes	mesenchymal stem cell (bone marrow)	
CNhs10845	Mesenchymal stem cells - hepatic, donor0	No	No	No		Yes	mesenchymal stem cell (liver)	
CNhs11346	Mesenchymal Stem Cells - hepatic, donor1	No	No	No		Yes	mesenchymal stem cell (liver)	
CNhs12730	Mesenchymal Stem Cells - hepatic, donor2	No	No	No		Yes	mesenchymal stem cell (liver)	
CNhs12492	Mesenchymal stem cells - umbilical, donor0	No	No	No		Yes	mesenchymal stem cell (umbilical cord)	
CNhs11347	Mesenchymal Stem Cells - umbilical, donor1	No	No	No		Yes	mesenchymal stem cell (umbilical cord)	
CNhs12102	Mesenchymal Stem Cells - umbilical, donor2	No	No	No		Yes	mesenchymal stem cell (umbilical cord)	
CNhs12127	Mesenchymal Stem Cells - umbilical, donor3	No	No	No		Yes	mesenchymal stem cell (umbilical cord)	
CNhs10846	Mesenchymal Stem Cells - Vertebral, donor1	No	No	No		Yes	mesenchymal stem cell (vertebrae)	
CNhs11057	Mesenchymal Stem Cells - Wharton's Jelly, donor1	No	No	No	female	Yes	mesenchymal stem cell (Wharton's jelly)	
CNhs13337	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13420	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13421	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13422	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr15min, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13423	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr15min, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13424	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr15min, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13425	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr30min, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13426	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr30min, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13427	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr30min, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13428	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr45min, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13429	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr45min, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13430	mesenchymal stem cells (adipose derived), adipogenic induction, 00hr45min, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13431	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr00min, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13432	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr00min, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13433	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr00min, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13434	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr20min, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13598	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr20min, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13599	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr20min, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13600	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr40min, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13601	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr40min, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13602	mesenchymal stem cells (adipose derived), adipogenic induction, 01hr40min, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13603	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13604	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13605	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13606	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13607	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13608	mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13609	mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min, biol_rep1	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13610	mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min, biol_rep2	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
CNhs13611	mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min, biol_rep3	Yes	No	No		No	mesenchymal stem cell (derived from adipose tissue)	time courses
